# 2theta	intensity	baseline	bg_subtracted	normalized
12.56591 14470.00000 14292.65236 177.34764 0.00458
12.57678 14542.00000 14286.46179 255.53821 0.00660
12.58765 14649.00000 14280.27718 368.72282 0.00953
12.59851 14521.00000 14274.09860 246.90140 0.00638
12.60938 14288.00000 14267.92614 20.07386 0.00052
12.62025 14468.00000 14261.75989 206.24011 0.00533
12.63111 14676.00000 14255.59993 420.40007 0.01086
12.64198 14633.00000 14249.44634 383.55366 0.00991
12.65284 14692.00000 14243.29922 448.70078 0.01159
12.66371 14422.00000 14237.15864 184.84136 0.00478
12.67458 14684.00000 14231.02470 452.97530 0.01170
12.68544 14380.00000 14224.89748 155.10252 0.00401
12.69631 14451.00000 14218.77706 232.22294 0.00600
12.70718 14535.00000 14212.66355 322.33645 0.00833
12.71804 14464.00000 14206.55702 257.44298 0.00665
12.72891 14437.00000 14200.45756 236.54244 0.00611
12.73978 14514.00000 14194.36525 319.63475 0.00826
12.75064 14692.00000 14188.28020 503.71980 0.01301
12.76151 14480.00000 14182.20249 297.79751 0.00769
12.77238 14519.00000 14176.13220 342.86780 0.00886
12.78324 14735.00000 14170.06943 564.93057 0.01459
12.79411 14560.00000 14164.01426 395.98574 0.01023
12.80497 14251.00000 14157.96679 93.03321 0.00240
12.81584 14670.00000 14151.92711 518.07289 0.01338
12.82671 14325.00000 14145.89531 179.10469 0.00463
12.83757 14383.00000 14139.87148 243.12852 0.00628
12.84844 14348.00000 14133.85571 214.14429 0.00553
12.85931 14526.00000 14127.84809 398.15191 0.01029
12.87017 14435.00000 14121.84872 313.15128 0.00809
12.88104 14327.00000 14115.85769 211.14231 0.00545
12.89191 14464.00000 14109.87508 354.12492 0.00915
12.90277 14440.00000 14103.90101 336.09899 0.00868
12.91364 14539.00000 14097.93555 441.06445 0.01139
12.92451 14462.00000 14091.97880 370.02120 0.00956
12.93537 14331.00000 14086.03086 244.96914 0.00633
12.94624 14403.00000 14080.09182 322.90818 0.00834
12.95710 14221.00000 14074.16177 146.83823 0.00379
12.96797 14481.00000 14068.24082 412.75918 0.01066
12.97884 14347.00000 14062.32905 284.67095 0.00735
12.98970 14489.00000 14056.42656 432.57344 0.01118
13.00057 14478.00000 14050.53345 427.46655 0.01104
13.01144 14574.00000 14044.64982 529.35018 0.01368
13.02230 14602.00000 14038.77575 563.22425 0.01455
13.03317 14370.00000 14032.91135 337.08865 0.00871
13.04404 14138.00000 14027.05672 110.94328 0.00287
13.05490 14348.00000 14021.21195 326.78805 0.00844
13.06577 14562.00000 14015.37715 546.62285 0.01412
13.07664 14539.00000 14009.55241 529.44759 0.01368
13.08750 14171.00000 14003.73783 167.26217 0.00432
13.09837 14376.00000 13997.93350 378.06650 0.00977
13.10924 14178.00000 13992.13954 185.86046 0.00480
13.12010 14349.00000 13986.35604 362.64396 0.00937
13.13097 14244.00000 13980.58310 263.41690 0.00681
13.14183 14179.00000 13974.82083 204.17917 0.00527
13.15270 14232.00000 13969.06931 262.93069 0.00679
13.16357 14067.00000 13963.32867 103.67133 0.00268
13.17443 14025.00000 13957.59898 67.40102 0.00174
13.18530 14513.00000 13951.88037 561.11963 0.01450
13.19617 14291.00000 13946.17293 344.82707 0.00891
